DateTime,Gate,Ingress,Egress
2025-01-27 12:00:00,THE LIVING WORLD,22,27
2025-01-27 12:15:00,THE LIVING WORLD,40,32
2025-01-27 12:30:00,SOUTH GATE,1,1
2025-01-27 12:30:00,THE LIVING WORLD,32,57
2025-01-27 12:45:00,SOUTH GATE,3,0
2025-01-27 12:45:00,THE LIVING WORLD,27,34
2025-01-27 13:00:00,SOUTH GATE,8,5
2025-01-27 13:00:00,THE LIVING WORLD,34,19
2025-01-27 13:15:00,SOUTH GATE,14,7
2025-01-27 13:15:00,THE LIVING WORLD,26,30
2025-01-27 13:30:00,SOUTH GATE,2,2
2025-01-27 13:30:00,THE LIVING WORLD,34,27
2025-01-27 13:45:00,SOUTH GATE,6,2
2025-01-27 13:45:00,THE LIVING WORLD,40,24
2025-01-27 14:00:00,SOUTH GATE,2,1
2025-01-27 14:00:00,THE LIVING WORLD,33,28
2025-01-27 14:15:00,SOUTH GATE,0,2
2025-01-27 14:15:00,THE LIVING WORLD,17,48
2025-01-27 14:30:00,SOUTH GATE,11,10
2025-01-27 14:30:00,THE LIVING WORLD,44,43
2025-01-27 14:45:00,SOUTH GATE,2,6
2025-01-27 14:45:00,THE LIVING WORLD,15,39
2025-01-27 15:00:00,SOUTH GATE,1,1
2025-01-27 15:00:00,THE LIVING WORLD,18,28
2025-01-27 15:15:00,SOUTH GATE,0,1
2025-01-27 15:15:00,THE LIVING WORLD,21,35
2025-01-27 15:30:00,THE LIVING WORLD,10,53
2025-01-27 15:45:00,SOUTH GATE,1,1
2025-01-27 15:45:00,THE LIVING WORLD,21,71
2025-01-27 16:00:00,SOUTH GATE,0,2
2025-01-27 16:00:00,THE LIVING WORLD,6,76
2025-01-27 16:15:00,THE LIVING WORLD,1,23
2025-01-27 16:30:00,THE LIVING WORLD,1,5
2025-01-27 16:45:00,THE LIVING WORLD,0,9
2025-01-27 17:00:00,THE LIVING WORLD,0,8
2025-01-27 17:15:00,THE LIVING WORLD,0,1
2025-01-27 17:30:00,THE LIVING WORLD,0,3
2025-01-28 08:45:00,THE LIVING WORLD,23,3
2025-01-28 09:00:00,THE LIVING WORLD,14,6
2025-01-28 09:15:00,THE LIVING WORLD,22,4
2025-01-28 09:30:00,THE LIVING WORLD,9,3
2025-01-28 09:45:00,THE LIVING WORLD,77,15
2025-01-28 10:00:00,THE LIVING WORLD,56,10
2025-01-28 10:15:00,THE LIVING WORLD,55,13
2025-01-28 10:30:00,SOUTH GATE,0,1
2025-01-28 10:30:00,THE LIVING WORLD,58,20
2025-01-28 10:45:00,THE LIVING WORLD,45,9
2025-01-28 11:00:00,THE LIVING WORLD,90,10
2025-01-28 11:15:00,THE LIVING WORLD,77,24
2025-01-28 11:30:00,THE LIVING WORLD,62,22
2025-01-28 11:45:00,SOUTH GATE,0,1
2025-01-28 11:45:00,THE LIVING WORLD,71,33
2025-01-28 12:00:00,THE LIVING WORLD,67,63
2025-01-28 12:15:00,THE LIVING WORLD,67,39
2025-01-28 12:30:00,THE LIVING WORLD,79,95
2025-01-28 12:45:00,SOUTH GATE,2,3
2025-01-28 12:45:00,THE LIVING WORLD,76,52
2025-01-28 13:00:00,SOUTH GATE,18,13
2025-01-28 13:00:00,THE LIVING WORLD,70,42
2025-01-28 13:15:00,SOUTH GATE,15,5
2025-01-28 13:15:00,THE LIVING WORLD,59,53
2025-01-28 13:30:00,SOUTH GATE,10,5
2025-01-28 13:30:00,THE LIVING WORLD,59,65
2025-01-28 13:45:00,SOUTH GATE,6,5
2025-01-28 13:45:00,THE LIVING WORLD,54,61
2025-01-28 14:00:00,SOUTH GATE,4,3
2025-01-28 14:00:00,THE LIVING WORLD,50,90
2025-01-28 14:15:00,SOUTH GATE,2,4
2025-01-28 14:15:00,THE LIVING WORLD,80,82
2025-01-28 14:30:00,SOUTH GATE,5,7
2025-01-28 14:30:00,THE LIVING WORLD,59,74
2025-01-28 14:45:00,SOUTH GATE,1,2
2025-01-28 14:45:00,THE LIVING WORLD,34,95
2025-01-28 15:00:00,THE LIVING WORLD,21,65
2025-01-28 15:15:00,THE LIVING WORLD,38,86
2025-01-28 15:30:00,THE LIVING WORLD,24,97
2025-01-28 15:45:00,THE LIVING WORLD,5,133
2025-01-28 16:00:00,SOUTH GATE,1,2
2025-01-28 16:00:00,THE LIVING WORLD,4,116
2025-01-28 16:15:00,SOUTH GATE,0,2
2025-01-28 16:15:00,THE LIVING WORLD,4,26
2025-01-28 16:30:00,THE LIVING WORLD,2,6
2025-01-28 16:45:00,THE LIVING WORLD,2,4
2025-01-28 17:00:00,THE LIVING WORLD,0,20
2025-01-28 17:15:00,THE LIVING WORLD,0,6
2025-01-28 17:30:00,THE LIVING WORLD,0,3
2025-01-28 17:45:00,THE LIVING WORLD,0,2
2025-01-29 08:45:00,THE LIVING WORLD,38,8
2025-01-29 09:00:00,THE LIVING WORLD,21,34
2025-01-29 09:15:00,THE LIVING WORLD,25,13
2025-01-29 09:30:00,THE LIVING WORLD,23,15
2025-01-29 09:45:00,THE LIVING WORLD,16,10
2025-01-29 10:00:00,THE LIVING WORLD,149,8
2025-01-29 10:15:00,THE LIVING WORLD,75,7
2025-01-29 10:30:00,THE LIVING WORLD,88,5
2025-01-29 10:45:00,THE LIVING WORLD,79,8
2025-01-29 11:00:00,THE LIVING WORLD,80,34
2025-01-29 11:15:00,THE LIVING WORLD,72,28
2025-01-29 11:30:00,THE LIVING WORLD,59,43
2025-01-29 11:45:00,THE LIVING WORLD,65,46
2025-01-29 12:00:00,THE LIVING WORLD,63,36
2025-01-29 12:15:00,THE LIVING WORLD,87,56
2025-01-29 12:30:00,THE LIVING WORLD,54,86
2025-01-29 12:45:00,THE LIVING WORLD,75,59
2025-01-29 13:00:00,SOUTH GATE,1,1
2025-01-29 13:00:00,THE LIVING WORLD,99,64
2025-01-29 13:15:00,THE LIVING WORLD,90,64
2025-01-29 13:30:00,THE LIVING WORLD,62,70
2025-01-29 13:45:00,THE LIVING WORLD,75,59
2025-01-29 14:00:00,THE LIVING WORLD,62,90
2025-01-29 14:15:00,THE LIVING WORLD,70,86
2025-01-29 14:30:00,THE LIVING WORLD,53,85
2025-01-29 14:45:00,THE LIVING WORLD,39,88
2025-01-29 15:00:00,THE LIVING WORLD,45,78
2025-01-29 15:15:00,THE LIVING WORLD,41,57
2025-01-29 15:30:00,THE LIVING WORLD,56,121
2025-01-29 15:45:00,THE LIVING WORLD,57,165
2025-01-29 16:00:00,THE LIVING WORLD,55,161
2025-01-29 16:15:00,THE LIVING WORLD,46,52
2025-01-29 16:30:00,THE LIVING WORLD,33,65
2025-01-29 16:45:00,THE LIVING WORLD,57,50
2025-01-29 17:00:00,THE LIVING WORLD,37,57
2025-01-29 17:15:00,THE LIVING WORLD,19,58
2025-01-29 17:30:00,THE LIVING WORLD,27,34
2025-01-29 17:45:00,THE LIVING WORLD,24,44
2025-01-29 18:00:00,SOUTH GATE,0,3
2025-01-29 18:00:00,THE LIVING WORLD,15,34
2025-01-29 18:15:00,THE LIVING WORLD,10,25
2025-01-29 18:30:00,THE LIVING WORLD,7,16
2025-01-29 18:45:00,THE LIVING WORLD,3,27
2025-01-29 19:00:00,THE LIVING WORLD,3,48
2025-01-29 19:15:00,THE LIVING WORLD,6,18
2025-01-29 19:30:00,SOUTH GATE,0,2
2025-01-29 19:30:00,THE LIVING WORLD,0,5
2025-01-29 19:45:00,SOUTH GATE,0,2
2025-01-30 08:45:00,THE LIVING WORLD,24,3
2025-01-30 09:00:00,THE LIVING WORLD,12,2
2025-01-30 09:15:00,THE LIVING WORLD,18,4
2025-01-30 09:30:00,THE LIVING WORLD,11,10
2025-01-30 09:45:00,THE LIVING WORLD,28,10
2025-01-30 10:00:00,THE LIVING WORLD,13,1
2025-01-30 10:15:00,THE LIVING WORLD,1,3
2025-01-30 10:30:00,THE LIVING WORLD,19,5
2025-01-30 10:45:00,THE LIVING WORLD,5,3
2025-01-30 11:00:00,THE LIVING WORLD,8,2
2025-01-30 11:15:00,THE LIVING WORLD,15,3
2025-01-30 11:30:00,THE LIVING WORLD,8,4
2025-01-30 11:45:00,THE LIVING WORLD,16,4
2025-01-30 12:00:00,THE LIVING WORLD,21,4
2025-01-30 12:15:00,THE LIVING WORLD,19,23
2025-01-30 12:30:00,THE LIVING WORLD,14,25
2025-01-30 12:45:00,THE LIVING WORLD,7,6
2025-01-30 13:00:00,SOUTH GATE,0,1
2025-01-30 13:00:00,THE LIVING WORLD,25,7
2025-01-30 13:15:00,THE LIVING WORLD,10,15
2025-01-30 13:30:00,THE LIVING WORLD,25,12
2025-01-30 13:45:00,THE LIVING WORLD,81,13
2025-01-30 14:00:00,THE LIVING WORLD,18,3
2025-01-30 14:15:00,THE LIVING WORLD,5,12
2025-01-30 14:30:00,THE LIVING WORLD,4,11
2025-01-30 14:45:00,THE LIVING WORLD,7,42
2025-01-30 15:00:00,SOUTH GATE,5,5
2025-01-30 15:00:00,THE LIVING WORLD,4,46
2025-01-30 15:15:00,THE LIVING WORLD,6,28
2025-01-30 15:30:00,THE LIVING WORLD,5,17
2025-01-30 15:45:00,THE LIVING WORLD,5,19
2025-01-30 16:00:00,SOUTH GATE,0,2
2025-01-30 16:00:00,THE LIVING WORLD,2,41
2025-01-30 16:15:00,THE LIVING WORLD,8,37
2025-01-30 16:30:00,SOUTH GATE,0,2
2025-01-30 16:30:00,THE LIVING WORLD,0,15
2025-01-30 16:45:00,THE LIVING WORLD,0,16
2025-01-30 17:00:00,THE LIVING WORLD,0,6
2025-01-30 17:15:00,THE LIVING WORLD,0,2
2025-01-30 17:30:00,THE LIVING WORLD,0,2
2025-01-30 17:45:00,THE LIVING WORLD,0,1
2025-01-30 18:30:00,THE LIVING WORLD,0,4
2025-01-30 19:30:00,THE LIVING WORLD,0,13
2025-01-31 08:45:00,THE LIVING WORLD,28,4
2025-01-31 09:00:00,THE LIVING WORLD,14,5
2025-01-31 09:15:00,SOUTH GATE,4,1
2025-01-31 09:15:00,THE LIVING WORLD,17,4
2025-01-31 09:30:00,SOUTH GATE,8,5
2025-01-31 09:30:00,THE LIVING WORLD,9,3
2025-01-31 09:45:00,SOUTH GATE,9,7
2025-01-31 09:45:00,THE LIVING WORLD,24,11
2025-01-31 10:00:00,SOUTH GATE,48,4
2025-01-31 10:00:00,THE LIVING WORLD,81,5
2025-01-31 10:15:00,SOUTH GATE,25,4
2025-01-31 10:15:00,THE LIVING WORLD,34,17
2025-01-31 10:30:00,SOUTH GATE,15,0
2025-01-31 10:30:00,THE LIVING WORLD,35,2
2025-01-31 10:45:00,SOUTH GATE,19,8
2025-01-31 10:45:00,THE LIVING WORLD,32,8
2025-01-31 11:00:00,SOUTH GATE,8,0
2025-01-31 11:00:00,THE LIVING WORLD,33,8
2025-01-31 11:15:00,SOUTH GATE,13,4
2025-01-31 11:15:00,THE LIVING WORLD,37,26
2025-01-31 11:30:00,SOUTH GATE,12,3
2025-01-31 11:30:00,THE LIVING WORLD,51,25
2025-01-31 11:45:00,SOUTH GATE,18,9
2025-01-31 11:45:00,THE LIVING WORLD,18,29
2025-01-31 12:00:00,SOUTH GATE,11,20
2025-01-31 12:00:00,THE LIVING WORLD,23,29
2025-01-31 12:15:00,SOUTH GATE,13,20
2025-01-31 12:15:00,THE LIVING WORLD,38,52
2025-01-31 12:30:00,SOUTH GATE,22,22
2025-01-31 12:30:00,THE LIVING WORLD,34,31
2025-01-31 12:45:00,SOUTH GATE,16,7
2025-01-31 12:45:00,THE LIVING WORLD,47,24
2025-01-31 13:00:00,SOUTH GATE,27,20
2025-01-31 13:00:00,THE LIVING WORLD,46,10
2025-01-31 13:15:00,SOUTH GATE,17,21
2025-01-31 13:15:00,THE LIVING WORLD,36,24
2025-01-31 13:30:00,SOUTH GATE,15,8
2025-01-31 13:30:00,THE LIVING WORLD,29,31
2025-01-31 13:45:00,SOUTH GATE,16,10
2025-01-31 13:45:00,THE LIVING WORLD,21,32
2025-01-31 14:00:00,SOUTH GATE,14,22
2025-01-31 14:00:00,THE LIVING WORLD,43,26
2025-01-31 14:15:00,SOUTH GATE,24,11
2025-01-31 14:15:00,THE LIVING WORLD,23,33
2025-01-31 14:30:00,SOUTH GATE,7,18
2025-01-31 14:30:00,THE LIVING WORLD,26,47
2025-01-31 14:45:00,SOUTH GATE,7,19
2025-01-31 14:45:00,THE LIVING WORLD,18,32
2025-01-31 15:00:00,SOUTH GATE,3,28
2025-01-31 15:00:00,THE LIVING WORLD,29,34
2025-01-31 15:15:00,SOUTH GATE,5,12
2025-01-31 15:15:00,THE LIVING WORLD,8,37
2025-01-31 15:30:00,SOUTH GATE,0,28
2025-01-31 15:30:00,THE LIVING WORLD,0,35
2025-01-31 15:45:00,SOUTH GATE,3,39
2025-01-31 15:45:00,THE LIVING WORLD,8,83
2025-01-31 16:00:00,SOUTH GATE,4,18
2025-01-31 16:00:00,THE LIVING WORLD,8,93
2025-01-31 16:15:00,SOUTH GATE,0,4
2025-01-31 16:15:00,THE LIVING WORLD,5,29
2025-01-31 16:30:00,THE LIVING WORLD,0,6
2025-01-31 16:45:00,SOUTH GATE,3,4
2025-01-31 16:45:00,THE LIVING WORLD,0,4
2025-01-31 17:00:00,THE LIVING WORLD,0,3
2025-01-31 17:15:00,SOUTH GATE,1,0
2025-01-31 17:15:00,THE LIVING WORLD,2,4
2025-01-31 17:45:00,THE LIVING WORLD,0,1
2025-01-31 18:15:00,THE LIVING WORLD,0,1
2025-02-01 08:45:00,SOUTH GATE,8,1
2025-02-01 08:45:00,THE LIVING WORLD,48,5
2025-02-01 09:00:00,SOUTH GATE,42,2
2025-02-01 09:00:00,THE LIVING WORLD,49,0
2025-02-01 09:15:00,SOUTH GATE,26,1
2025-02-01 09:15:00,THE LIVING WORLD,58,4
2025-02-01 09:30:00,SOUTH GATE,41,3
2025-02-01 09:30:00,THE LIVING WORLD,50,5
2025-02-01 09:45:00,SOUTH GATE,57,4
2025-02-01 09:45:00,THE LIVING WORLD,82,14
2025-02-01 10:00:00,SOUTH GATE,66,2
2025-02-01 10:00:00,THE LIVING WORLD,95,3
2025-02-01 10:15:00,SOUTH GATE,55,11
2025-02-01 10:15:00,THE LIVING WORLD,86,17
2025-02-01 10:30:00,SOUTH GATE,72,19
2025-02-01 10:30:00,THE LIVING WORLD,86,24
2025-02-01 10:45:00,SOUTH GATE,54,23
2025-02-01 10:45:00,THE LIVING WORLD,64,28
2025-02-01 11:00:00,SOUTH GATE,49,40
2025-02-01 11:00:00,THE LIVING WORLD,72,45
2025-02-01 11:15:00,SOUTH GATE,69,20
2025-02-01 11:15:00,THE LIVING WORLD,90,46
2025-02-01 11:30:00,SOUTH GATE,57,42
2025-02-01 11:30:00,THE LIVING WORLD,102,47
2025-02-01 11:45:00,SOUTH GATE,65,40
2025-02-01 11:45:00,THE LIVING WORLD,106,84
2025-02-01 12:00:00,SOUTH GATE,70,72
2025-02-01 12:00:00,THE LIVING WORLD,97,67
2025-02-01 12:15:00,SOUTH GATE,69,32
2025-02-01 12:15:00,THE LIVING WORLD,89,80
2025-02-01 12:30:00,SOUTH GATE,122,49
2025-02-01 12:30:00,THE LIVING WORLD,77,82
2025-02-01 12:45:00,SOUTH GATE,107,56
2025-02-01 12:45:00,THE LIVING WORLD,77,61
2025-02-01 13:00:00,SOUTH GATE,83,43
2025-02-01 13:00:00,THE LIVING WORLD,99,78
2025-02-01 13:15:00,SOUTH GATE,109,57
2025-02-01 13:15:00,THE LIVING WORLD,97,69
2025-02-01 13:30:00,SOUTH GATE,105,74
2025-02-01 13:30:00,THE LIVING WORLD,147,99
2025-02-01 13:45:00,SOUTH GATE,71,80
2025-02-01 13:45:00,THE LIVING WORLD,101,79
2025-02-01 14:00:00,SOUTH GATE,150,73
2025-02-01 14:00:00,THE LIVING WORLD,127,88
2025-02-01 14:15:00,SOUTH GATE,95,53
2025-02-01 14:15:00,THE LIVING WORLD,115,73
2025-02-01 14:30:00,SOUTH GATE,70,80
2025-02-01 14:30:00,THE LIVING WORLD,102,145
2025-02-01 14:45:00,SOUTH GATE,70,67
2025-02-01 14:45:00,THE LIVING WORLD,69,113
2025-02-01 15:00:00,SOUTH GATE,29,55
2025-02-01 15:00:00,THE LIVING WORLD,63,121
2025-02-01 15:15:00,SOUTH GATE,41,175
2025-02-01 15:15:00,THE LIVING WORLD,55,125
2025-02-01 15:30:00,SOUTH GATE,27,203
2025-02-01 15:30:00,THE LIVING WORLD,41,152
2025-02-01 15:45:00,SOUTH GATE,7,265
2025-02-01 15:45:00,THE LIVING WORLD,22,267
2025-02-01 16:00:00,SOUTH GATE,2,235
2025-02-01 16:00:00,THE LIVING WORLD,21,268
2025-02-01 16:15:00,SOUTH GATE,8,14
2025-02-01 16:15:00,THE LIVING WORLD,12,45
2025-02-01 16:30:00,SOUTH GATE,1,5
2025-02-01 16:30:00,THE LIVING WORLD,2,5
2025-02-01 16:45:00,SOUTH GATE,0,1
2025-02-01 16:45:00,THE LIVING WORLD,9,6
2025-02-01 17:00:00,THE LIVING WORLD,5,4
2025-02-01 17:15:00,THE LIVING WORLD,1,0
2025-02-01 17:30:00,THE LIVING WORLD,9,6
2025-02-01 17:45:00,THE LIVING WORLD,19,1
2025-02-01 18:00:00,THE LIVING WORLD,24,0
2025-02-01 18:15:00,THE LIVING WORLD,49,3
2025-02-01 18:30:00,THE LIVING WORLD,14,0
2025-02-01 18:45:00,THE LIVING WORLD,5,1
2025-02-01 19:00:00,THE LIVING WORLD,0,1
2025-02-01 19:15:00,THE LIVING WORLD,2,2
2025-02-02 08:45:00,SOUTH GATE,53,2
2025-02-02 08:45:00,THE LIVING WORLD,26,6
2025-02-02 09:00:00,SOUTH GATE,240,0
2025-02-02 09:00:00,THE LIVING WORLD,271,11
2025-02-02 09:15:00,SOUTH GATE,224,4
2025-02-02 09:15:00,THE LIVING WORLD,185,8
2025-02-02 09:30:00,SOUTH GATE,230,2
2025-02-02 09:30:00,THE LIVING WORLD,173,11
2025-02-02 09:45:00,SOUTH GATE,208,6
2025-02-02 09:45:00,THE LIVING WORLD,187,12
2025-02-02 10:00:00,SOUTH GATE,252,17
2025-02-02 10:00:00,THE LIVING WORLD,174,14
2025-02-02 10:15:00,SOUTH GATE,232,23
2025-02-02 10:15:00,THE LIVING WORLD,203,43
2025-02-02 10:30:00,SOUTH GATE,310,27
2025-02-02 10:30:00,THE LIVING WORLD,246,58
2025-02-02 10:45:00,SOUTH GATE,314,83
2025-02-02 10:45:00,THE LIVING WORLD,281,93
2025-02-02 11:00:00,SOUTH GATE,298,118
2025-02-02 11:00:00,THE LIVING WORLD,268,78
2025-02-02 11:15:00,SOUTH GATE,244,91
2025-02-02 11:15:00,THE LIVING WORLD,222,115
2025-02-02 11:30:00,SOUTH GATE,254,143
2025-02-02 11:30:00,THE LIVING WORLD,204,147
2025-02-02 11:45:00,SOUTH GATE,217,177
2025-02-02 11:45:00,THE LIVING WORLD,263,169
2025-02-02 12:00:00,SOUTH GATE,108,194
2025-02-02 12:00:00,THE LIVING WORLD,237,192
2025-02-02 12:15:00,SOUTH GATE,251,206
2025-02-02 12:15:00,THE LIVING WORLD,271,180
2025-02-02 12:30:00,SOUTH GATE,329,246
2025-02-02 12:30:00,THE LIVING WORLD,236,208
2025-02-02 12:45:00,SOUTH GATE,334,193
2025-02-02 12:45:00,THE LIVING WORLD,207,222
2025-02-02 13:00:00,SOUTH GATE,291,230
2025-02-02 13:00:00,THE LIVING WORLD,241,243
2025-02-02 13:15:00,SOUTH GATE,312,284
2025-02-02 13:15:00,THE LIVING WORLD,326,209
2025-02-02 13:30:00,SOUTH GATE,266,210
2025-02-02 13:30:00,THE LIVING WORLD,305,236
2025-02-02 13:45:00,SOUTH GATE,300,282
2025-02-02 13:45:00,THE LIVING WORLD,309,224
2025-02-02 14:00:00,SOUTH GATE,254,229
2025-02-02 14:00:00,THE LIVING WORLD,326,312
2025-02-02 14:15:00,SOUTH GATE,211,283
2025-02-02 14:15:00,THE LIVING WORLD,277,348
2025-02-02 14:30:00,SOUTH GATE,145,241
2025-02-02 14:30:00,THE LIVING WORLD,254,239
2025-02-02 14:45:00,SOUTH GATE,169,297
2025-02-02 14:45:00,THE LIVING WORLD,192,273
2025-02-02 15:00:00,SOUTH GATE,96,320
2025-02-02 15:00:00,THE LIVING WORLD,179,274
2025-02-02 15:15:00,SOUTH GATE,61,393
2025-02-02 15:15:00,THE LIVING WORLD,99,356
2025-02-02 15:30:00,SOUTH GATE,44,480
2025-02-02 15:30:00,THE LIVING WORLD,68,471
2025-02-02 15:45:00,SOUTH GATE,4,617
2025-02-02 15:45:00,THE LIVING WORLD,40,668
2025-02-02 16:00:00,SOUTH GATE,3,536
2025-02-02 16:00:00,THE LIVING WORLD,8,655
2025-02-02 16:15:00,SOUTH GATE,14,161
2025-02-02 16:15:00,THE LIVING WORLD,19,229
2025-02-02 16:30:00,SOUTH GATE,5,52
2025-02-02 16:30:00,THE LIVING WORLD,9,35
2025-02-02 16:45:00,SOUTH GATE,0,4
2025-02-02 16:45:00,THE LIVING WORLD,14,22
2025-02-02 17:00:00,THE LIVING WORLD,6,7
2025-02-02 17:15:00,THE LIVING WORLD,0,3
2025-02-02 17:30:00,THE LIVING WORLD,1,0
2025-02-02 17:45:00,THE LIVING WORLD,1,0
2025-02-02 18:15:00,THE LIVING WORLD,1,2
2025-02-02 18:45:00,THE LIVING WORLD,0,2
2025-02-02 19:30:00,THE LIVING WORLD,0,9
2025-02-03 08:45:00,THE LIVING WORLD,27,2
2025-02-03 09:00:00,SOUTH GATE,2,2
2025-02-03 09:00:00,THE LIVING WORLD,44,9
2025-02-03 09:15:00,SOUTH GATE,2,2
2025-02-03 09:15:00,THE LIVING WORLD,21,7
2025-02-03 09:30:00,SOUTH GATE,0,2
2025-02-03 09:30:00,THE LIVING WORLD,19,4
2025-02-03 09:45:00,SOUTH GATE,15,10
2025-02-03 09:45:00,THE LIVING WORLD,47,21
2025-02-03 10:00:00,SOUTH GATE,269,13
2025-02-03 10:00:00,THE LIVING WORLD,374,17
2025-02-03 10:15:00,SOUTH GATE,183,4
2025-02-03 10:15:00,THE LIVING WORLD,246,15
2025-02-03 10:30:00,SOUTH GATE,212,8
2025-02-03 10:30:00,THE LIVING WORLD,169,15
2025-02-03 10:45:00,SOUTH GATE,210,31
2025-02-03 10:45:00,THE LIVING WORLD,138,24
2025-02-03 11:00:00,SOUTH GATE,172,25
2025-02-03 11:00:00,THE LIVING WORLD,118,35
2025-02-03 11:15:00,SOUTH GATE,138,25
2025-02-03 11:15:00,THE LIVING WORLD,99,71
2025-02-03 11:30:00,SOUTH GATE,132,42
2025-02-03 11:30:00,THE LIVING WORLD,102,71
2025-02-03 11:45:00,SOUTH GATE,122,63
2025-02-03 11:45:00,THE LIVING WORLD,100,85
2025-02-03 12:00:00,SOUTH GATE,172,76
2025-02-03 12:00:00,THE LIVING WORLD,107,109
2025-02-03 12:15:00,SOUTH GATE,182,136
2025-02-03 12:15:00,THE LIVING WORLD,147,156
2025-02-03 12:30:00,SOUTH GATE,135,92
2025-02-03 12:30:00,THE LIVING WORLD,165,111
2025-02-03 12:45:00,SOUTH GATE,132,139
2025-02-03 12:45:00,THE LIVING WORLD,118,124
2025-02-03 13:00:00,SOUTH GATE,99,133
2025-02-03 13:00:00,THE LIVING WORLD,142,162
2025-02-03 13:15:00,SOUTH GATE,105,119
2025-02-03 13:15:00,THE LIVING WORLD,116,150
2025-02-03 13:30:00,SOUTH GATE,84,106
2025-02-03 13:30:00,THE LIVING WORLD,120,147
2025-02-03 13:45:00,SOUTH GATE,93,191
2025-02-03 13:45:00,THE LIVING WORLD,137,160
2025-02-03 14:00:00,SOUTH GATE,101,141
2025-02-03 14:00:00,THE LIVING WORLD,145,157
2025-02-03 14:15:00,SOUTH GATE,84,180
2025-02-03 14:15:00,THE LIVING WORLD,128,187
2025-02-03 14:30:00,SOUTH GATE,84,128
2025-02-03 14:30:00,THE LIVING WORLD,93,117
2025-02-03 14:45:00,SOUTH GATE,65,129
2025-02-03 14:45:00,THE LIVING WORLD,119,124
2025-02-03 15:00:00,SOUTH GATE,62,155
2025-02-03 15:00:00,THE LIVING WORLD,55,128
2025-02-03 15:15:00,SOUTH GATE,35,112
2025-02-03 15:15:00,THE LIVING WORLD,49,74
2025-02-03 15:30:00,SOUTH GATE,25,188
2025-02-03 15:30:00,THE LIVING WORLD,52,213
2025-02-03 15:45:00,SOUTH GATE,3,318
2025-02-03 15:45:00,THE LIVING WORLD,43,293
2025-02-03 16:00:00,SOUTH GATE,12,173
2025-02-03 16:00:00,THE LIVING WORLD,6,289
2025-02-03 16:15:00,SOUTH GATE,0,72
2025-02-03 16:15:00,THE LIVING WORLD,12,130
2025-02-03 16:30:00,SOUTH GATE,2,12
2025-02-03 16:30:00,THE LIVING WORLD,3,50
2025-02-03 16:45:00,THE LIVING WORLD,0,15
2025-02-03 17:00:00,SOUTH GATE,1,2
2025-02-03 17:00:00,THE LIVING WORLD,1,5
2025-02-03 17:15:00,THE LIVING WORLD,1,4
2025-02-03 17:30:00,THE LIVING WORLD,0,2
2025-02-03 17:45:00,THE LIVING WORLD,0,2
2025-02-03 18:00:00,THE LIVING WORLD,0,2
2025-02-03 18:15:00,THE LIVING WORLD,1,0
2025-02-03 19:00:00,THE LIVING WORLD,0,1
2025-02-04 08:45:00,SOUTH GATE,2,0
2025-02-04 08:45:00,THE LIVING WORLD,54,18
2025-02-04 09:00:00,SOUTH GATE,2,2
2025-02-04 09:00:00,THE LIVING WORLD,38,24
2025-02-04 09:15:00,SOUTH GATE,4,1
2025-02-04 09:15:00,THE LIVING WORLD,38,17
2025-02-04 09:30:00,SOUTH GATE,4,0
2025-02-04 09:30:00,THE LIVING WORLD,29,28
2025-02-04 09:45:00,SOUTH GATE,9,4
2025-02-04 09:45:00,THE LIVING WORLD,55,40
2025-02-04 10:00:00,SOUTH GATE,12,2
2025-02-04 10:00:00,THE LIVING WORLD,89,37
2025-02-04 10:15:00,SOUTH GATE,14,1
2025-02-04 10:15:00,THE LIVING WORLD,27,2
2025-02-04 10:30:00,SOUTH GATE,7,0
2025-02-04 10:30:00,THE LIVING WORLD,22,10
2025-02-04 10:45:00,SOUTH GATE,6,2
2025-02-04 10:45:00,THE LIVING WORLD,39,8
2025-02-04 11:00:00,SOUTH GATE,9,8
2025-02-04 11:00:00,THE LIVING WORLD,19,7
2025-02-04 11:15:00,SOUTH GATE,10,1
2025-02-04 11:15:00,THE LIVING WORLD,17,19
2025-02-04 11:30:00,SOUTH GATE,18,5
2025-02-04 11:30:00,THE LIVING WORLD,32,16
2025-02-04 11:45:00,SOUTH GATE,14,14
2025-02-04 11:45:00,THE LIVING WORLD,33,18
2025-02-04 12:00:00,SOUTH GATE,19,6
2025-02-04 12:00:00,THE LIVING WORLD,29,21
2025-02-04 12:15:00,SOUTH GATE,15,8
2025-02-04 12:15:00,THE LIVING WORLD,35,30
2025-02-04 12:30:00,SOUTH GATE,14,13
2025-02-04 12:30:00,THE LIVING WORLD,35,55
2025-02-04 12:45:00,SOUTH GATE,31,14
2025-02-04 12:45:00,THE LIVING WORLD,33,53
2025-02-04 13:00:00,SOUTH GATE,6,16
2025-02-04 13:00:00,THE LIVING WORLD,22,11
2025-02-04 13:15:00,SOUTH GATE,17,9
2025-02-04 13:15:00,THE LIVING WORLD,20,23
2025-02-04 13:30:00,SOUTH GATE,16,14
2025-02-04 13:30:00,THE LIVING WORLD,16,40
2025-02-04 13:45:00,SOUTH GATE,19,4
2025-02-04 13:45:00,THE LIVING WORLD,40,29
2025-02-04 14:00:00,SOUTH GATE,8,18
2025-02-04 14:00:00,THE LIVING WORLD,40,42
2025-02-04 14:15:00,SOUTH GATE,17,15
